implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output,a_size,b_size,c_size,total_ops,m_dominant,n_dominant,q_dominant,shape_type
Implementation 3 (MM-2D),600,1200,1800,4,0.414937,3.737278,3.998631,1.659748,0,ok,mpirun -np 4 ./bin/mm_2d 600 1200 1800,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.414937 seconds",720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,1800,9,1.659180,1.000000,1.000000,1.659180,0,ok,./bin/mm_serial 600 1200 1800,Time: 1.659180 seconds,720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,1800,9,0.430377,3.587041,3.855178,3.873393,0,ok,mpirun -np 9 ./bin/mm_1d 600 1200 1800,Local Matrix Multiplication Compute Time: 0.360206 seconds Total Runtime: 0.430377 seconds,720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,1800,9,0.227664,6.811507,7.287845,2.048976,0,ok,mpirun -np 9 ./bin/mm_2d 600 1200 1800,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.227664 seconds",720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,1800,16,1.659180,1.000000,1.000000,1.659180,0,ok,./bin/mm_serial 600 1200 1800,Time: 1.659180 seconds,720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,1800,16,0.322247,4.790673,5.148783,5.155952,0,ok,mpirun -np 16 ./bin/mm_1d 600 1200 1800,Local Matrix Multiplication Compute Time: 0.211496 seconds Total Runtime: 0.322247 seconds,720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,1800,16,0.151756,10.218608,10.933209,2.428096,0,ok,mpirun -np 16 ./bin/mm_2d 600 1200 1800,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.151756 seconds",720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,1800,25,1.659180,1.000000,1.000000,1.659180,0,ok,./bin/mm_serial 600 1200 1800,Time: 1.659180 seconds,720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,1800,25,0.385626,4.003309,4.302563,9.640650,0,ok,mpirun -np 25 ./bin/mm_1d 600 1200 1800,Local Matrix Multiplication Compute Time: 0.152798 seconds Total Runtime: 0.385626 seconds,720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,1800,25,0.159477,9.723879,10.403883,3.986925,0,ok,mpirun -np 25 ./bin/mm_2d 600 1200 1800,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.159477 seconds",720000,2160000,1080000,2592000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,2400,1,4.430788,1.000000,1.000000,4.430788,0,ok,./bin/mm_serial 600 1200 2400,Time: 4.430788 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,2400,1,4.314930,1.000000,1.026850,4.314930,0,ok,mpirun -np 1 ./bin/mm_1d 600 1200 2400,Local Matrix Multiplication Compute Time: 4.27535 seconds Total Runtime: 4.31493 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,2400,1,4.325163,1.000000,1.024421,4.325163,0,ok,mpirun -np 1 ./bin/mm_2d 600 1200 2400,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1200), B(1200x2400), C(600x2400) Parallel Time: 4.325163 seconds",720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,2400,4,4.430788,1.000000,1.000000,4.430788,0,ok,./bin/mm_serial 600 1200 2400,Time: 4.430788 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,2400,4,1.453760,2.968117,3.047813,5.815040,0,ok,mpirun -np 4 ./bin/mm_1d 600 1200 2400,Local Matrix Multiplication Compute Time: 1.39792 seconds Total Runtime: 1.45376 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,2400,4,0.540671,7.999621,8.194980,2.162684,0,ok,mpirun -np 4 ./bin/mm_2d 600 1200 2400,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1200), B(1200x2400), C(600x2400) Parallel Time: 0.540671 seconds",720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,2400,9,4.430788,1.000000,1.000000,4.430788,0,ok,./bin/mm_serial 600 1200 2400,Time: 4.430788 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,2400,9,0.749615,5.756195,5.910752,6.746535,0,ok,mpirun -np 9 ./bin/mm_1d 600 1200 2400,Local Matrix Multiplication Compute Time: 0.658252 seconds Total Runtime: 0.749615 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,2400,9,0.302938,14.277387,14.626055,2.726442,0,ok,mpirun -np 9 ./bin/mm_2d 600 1200 2400,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1200), B(1200x2400), C(600x2400) Parallel Time: 0.302938 seconds",720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,2400,16,4.430788,1.000000,1.000000,4.430788,0,ok,./bin/mm_serial 600 1200 2400,Time: 4.430788 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,2400,16,0.536304,8.045679,8.261710,8.580864,0,ok,mpirun -np 16 ./bin/mm_1d 600 1200 2400,Local Matrix Multiplication Compute Time: 0.39095 seconds Total Runtime: 0.536304 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,2400,16,0.190298,22.728368,23.283419,3.044768,0,ok,mpirun -np 16 ./bin/mm_2d 600 1200 2400,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1200), B(1200x2400), C(600x2400) Parallel Time: 0.190298 seconds",720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,2400,25,4.430788,1.000000,1.000000,4.430788,0,ok,./bin/mm_serial 600 1200 2400,Time: 4.430788 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,2400,25,0.634805,6.797253,6.979762,15.870125,0,ok,mpirun -np 25 ./bin/mm_1d 600 1200 2400,Local Matrix Multiplication Compute Time: 0.343806 seconds Total Runtime: 0.634805 seconds,720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,2400,25,0.247327,17.487630,17.914696,6.183175,0,ok,mpirun -np 25 ./bin/mm_2d 600 1200 2400,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1200), B(1200x2400), C(600x2400) Parallel Time: 0.247327 seconds",720000,2880000,1440000,3456000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3000,1,5.346421,1.000000,1.000000,5.346421,0,ok,./bin/mm_serial 600 1200 3000,Time: 5.346421 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3000,1,4.908320,1.000000,1.089257,4.908320,0,ok,mpirun -np 1 ./bin/mm_1d 600 1200 3000,Local Matrix Multiplication Compute Time: 4.84279 seconds Total Runtime: 4.90832 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3000,1,4.740320,1.000000,1.127861,4.740320,0,ok,mpirun -np 1 ./bin/mm_2d 600 1200 3000,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1200), B(1200x3000), C(600x3000) Parallel Time: 4.740320 seconds",720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3000,4,5.346421,1.000000,1.000000,5.346421,0,ok,./bin/mm_serial 600 1200 3000,Time: 5.346421 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3000,4,1.526610,3.215176,3.502152,6.106440,0,ok,mpirun -np 4 ./bin/mm_1d 600 1200 3000,Local Matrix Multiplication Compute Time: 1.4327 seconds Total Runtime: 1.52661 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3000,4,0.900528,5.263934,5.936985,3.602112,0,ok,mpirun -np 4 ./bin/mm_2d 600 1200 3000,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1200), B(1200x3000), C(600x3000) Parallel Time: 0.900528 seconds",720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3000,9,5.346421,1.000000,1.000000,5.346421,0,ok,./bin/mm_serial 600 1200 3000,Time: 5.346421 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3000,9,0.905543,5.420306,5.904105,8.149887,0,ok,mpirun -np 9 ./bin/mm_1d 600 1200 3000,Local Matrix Multiplication Compute Time: 0.74932 seconds Total Runtime: 0.905543 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3000,9,0.497694,9.524567,10.742386,4.479246,0,ok,mpirun -np 9 ./bin/mm_2d 600 1200 3000,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1200), B(1200x3000), C(600x3000) Parallel Time: 0.497694 seconds",720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3000,16,5.346421,1.000000,1.000000,5.346421,0,ok,./bin/mm_serial 600 1200 3000,Time: 5.346421 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3000,16,0.829841,5.914772,6.442705,13.277456,0,ok,mpirun -np 16 ./bin/mm_1d 600 1200 3000,Local Matrix Multiplication Compute Time: 0.545125 seconds Total Runtime: 0.829841 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3000,16,0.375314,12.630278,14.245195,6.005024,0,ok,mpirun -np 16 ./bin/mm_2d 600 1200 3000,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1200), B(1200x3000), C(600x3000) Parallel Time: 0.375314 seconds",720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3000,25,5.346421,1.000000,1.000000,5.346421,0,ok,./bin/mm_serial 600 1200 3000,Time: 5.346421 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3000,25,0.902852,5.436461,5.921703,22.571300,0,ok,mpirun -np 25 ./bin/mm_1d 600 1200 3000,Local Matrix Multiplication Compute Time: 0.438157 seconds Total Runtime: 0.902852 seconds,720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3000,25,0.350154,13.537815,15.268770,8.753850,0,ok,mpirun -np 25 ./bin/mm_2d 600 1200 3000,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1200), B(1200x3000), C(600x3000) Parallel Time: 0.350154 seconds",720000,3600000,1800000,4320000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3600,1,5.406049,1.000000,1.000000,5.406049,0,ok,./bin/mm_serial 600 1200 3600,Time: 5.406049 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3600,1,5.168480,1.000000,1.045965,5.168480,0,ok,mpirun -np 1 ./bin/mm_1d 600 1200 3600,Local Matrix Multiplication Compute Time: 5.11568 seconds Total Runtime: 5.16848 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3600,1,5.127249,1.000000,1.054376,5.127249,0,ok,mpirun -np 1 ./bin/mm_2d 600 1200 3600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1200), B(1200x3600), C(600x3600) Parallel Time: 5.127249 seconds",720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3600,4,5.406049,1.000000,1.000000,5.406049,0,ok,./bin/mm_serial 600 1200 3600,Time: 5.406049 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3600,4,1.446210,3.573810,3.738080,5.784840,0,ok,mpirun -np 4 ./bin/mm_1d 600 1200 3600,Local Matrix Multiplication Compute Time: 1.36808 seconds Total Runtime: 1.44621 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3600,4,0.854444,6.000685,6.326979,3.417776,0,ok,mpirun -np 4 ./bin/mm_2d 600 1200 3600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1200), B(1200x3600), C(600x3600) Parallel Time: 0.854444 seconds",720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3600,9,5.406049,1.000000,1.000000,5.406049,0,ok,./bin/mm_serial 600 1200 3600,Time: 5.406049 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3600,9,0.798794,6.470354,6.767764,7.189146,0,ok,mpirun -np 9 ./bin/mm_1d 600 1200 3600,Local Matrix Multiplication Compute Time: 0.669276 seconds Total Runtime: 0.798794 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3600,9,0.495839,10.340552,10.902831,4.462551,0,ok,mpirun -np 9 ./bin/mm_2d 600 1200 3600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1200), B(1200x3600), C(600x3600) Parallel Time: 0.495839 seconds",720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3600,16,5.406049,1.000000,1.000000,5.406049,0,ok,./bin/mm_serial 600 1200 3600,Time: 5.406049 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3600,16,0.608583,8.492646,8.883010,9.737328,0,ok,mpirun -np 16 ./bin/mm_1d 600 1200 3600,Local Matrix Multiplication Compute Time: 0.405833 seconds Total Runtime: 0.608583 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3600,16,0.329070,15.581028,16.428265,5.265120,0,ok,mpirun -np 16 ./bin/mm_2d 600 1200 3600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1200), B(1200x3600), C(600x3600) Parallel Time: 0.329070 seconds",720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,3600,25,5.406049,1.000000,1.000000,5.406049,0,ok,./bin/mm_serial 600 1200 3600,Time: 5.406049 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,3600,25,0.759314,6.806776,7.119649,18.982850,0,ok,mpirun -np 25 ./bin/mm_1d 600 1200 3600,Local Matrix Multiplication Compute Time: 0.380985 seconds Total Runtime: 0.759314 seconds,720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,3600,25,0.407675,12.576805,13.260683,10.191875,0,ok,mpirun -np 25 ./bin/mm_2d 600 1200 3600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1200), B(1200x3600), C(600x3600) Parallel Time: 0.407675 seconds",720000,4320000,2160000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,4200,1,6.397213,1.000000,1.000000,6.397213,0,ok,./bin/mm_serial 600 1200 4200,Time: 6.397213 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,4200,1,6.254440,1.000000,1.022827,6.254440,0,ok,mpirun -np 1 ./bin/mm_1d 600 1200 4200,Local Matrix Multiplication Compute Time: 6.19441 seconds Total Runtime: 6.25444 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,4200,1,6.249798,1.000000,1.023587,6.249798,0,ok,mpirun -np 1 ./bin/mm_2d 600 1200 4200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1200), B(1200x4200), C(600x4200) Parallel Time: 6.249798 seconds",720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,4200,4,6.397213,1.000000,1.000000,6.397213,0,ok,./bin/mm_serial 600 1200 4200,Time: 6.397213 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,4200,4,1.714440,3.648095,3.731372,6.857760,0,ok,mpirun -np 4 ./bin/mm_1d 600 1200 4200,Local Matrix Multiplication Compute Time: 1.61295 seconds Total Runtime: 1.71444 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,4200,4,1.250431,4.998115,5.116006,5.001724,0,ok,mpirun -np 4 ./bin/mm_2d 600 1200 4200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1200), B(1200x4200), C(600x4200) Parallel Time: 1.250431 seconds",720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,4200,9,6.397213,1.000000,1.000000,6.397213,0,ok,./bin/mm_serial 600 1200 4200,Time: 6.397213 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,4200,9,0.972022,6.434463,6.581346,8.748198,0,ok,mpirun -np 9 ./bin/mm_1d 600 1200 4200,Local Matrix Multiplication Compute Time: 0.807575 seconds Total Runtime: 0.972022 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,4200,9,0.678518,9.210954,9.428214,6.106662,0,ok,mpirun -np 9 ./bin/mm_2d 600 1200 4200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1200), B(1200x4200), C(600x4200) Parallel Time: 0.678518 seconds",720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,4200,16,6.397213,1.000000,1.000000,6.397213,0,ok,./bin/mm_serial 600 1200 4200,Time: 6.397213 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,4200,16,0.746915,8.373697,8.564847,11.950640,0,ok,mpirun -np 16 ./bin/mm_1d 600 1200 4200,Local Matrix Multiplication Compute Time: 0.490259 seconds Total Runtime: 0.746915 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,4200,16,0.436353,14.322803,14.660637,6.981648,0,ok,mpirun -np 16 ./bin/mm_2d 600 1200 4200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1200), B(1200x4200), C(600x4200) Parallel Time: 0.436353 seconds",720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,4200,25,6.397213,1.000000,1.000000,6.397213,0,ok,./bin/mm_serial 600 1200 4200,Time: 6.397213 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1200,4200,25,0.856309,7.303952,7.470683,21.407725,0,ok,mpirun -np 25 ./bin/mm_1d 600 1200 4200,Local Matrix Multiplication Compute Time: 0.445304 seconds Total Runtime: 0.856309 seconds,720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1200,4200,25,0.422271,14.800443,15.149544,10.556775,0,ok,mpirun -np 25 ./bin/mm_2d 600 1200 4200,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1200), B(1200x4200), C(600x4200) Parallel Time: 0.422271 seconds",720000,5040000,2520000,6048000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1200,600,1,0.546989,1.000000,1.000000,0.546989,0,ok,./bin/mm_serial 600 1200 600,Time: 0.546989 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1200,600,1,0.513984,1.000000,1.064214,0.513984,0,ok,mpirun -np 1 ./bin/mm_1d 600 1200 600,Local Matrix Multiplication Compute Time: 0.499307 seconds Total Runtime: 0.513984 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1200,600,1,0.512505,1.000000,1.067285,0.512505,0,ok,mpirun -np 1 ./bin/mm_2d 600 1200 600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1200), B(1200x600), C(600x600) Parallel Time: 0.512505 seconds",720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1200,600,4,0.546989,1.000000,1.000000,0.546989,0,ok,./bin/mm_serial 600 1200 600,Time: 0.546989 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1200,600,4,0.155131,3.313226,3.525981,0.620524,0,ok,mpirun -np 4 ./bin/mm_1d 600 1200 600,Local Matrix Multiplication Compute Time: 0.133233 seconds Total Runtime: 0.155131 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1200,600,4,0.142973,3.584628,3.825820,0.571892,0,ok,mpirun -np 4 ./bin/mm_2d 600 1200 600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1200), B(1200x600), C(600x600) Parallel Time: 0.142973 seconds",720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1200,600,9,0.546989,1.000000,1.000000,0.546989,0,ok,./bin/mm_serial 600 1200 600,Time: 0.546989 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1200,600,9,0.148059,3.471481,3.694399,1.332531,0,ok,mpirun -np 9 ./bin/mm_1d 600 1200 600,Local Matrix Multiplication Compute Time: 0.113241 seconds Total Runtime: 0.148059 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1200,600,9,0.080915,6.333869,6.760044,0.728235,0,ok,mpirun -np 9 ./bin/mm_2d 600 1200 600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1200), B(1200x600), C(600x600) Parallel Time: 0.080915 seconds",720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1200,600,16,0.546989,1.000000,1.000000,0.546989,0,ok,./bin/mm_serial 600 1200 600,Time: 0.546989 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1200,600,16,0.135789,3.785167,4.028228,2.172624,0,ok,mpirun -np 16 ./bin/mm_1d 600 1200 600,Local Matrix Multiplication Compute Time: 0.0638062 seconds Total Runtime: 0.135789 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1200,600,16,0.061420,8.344269,8.905715,0.982720,0,ok,mpirun -np 16 ./bin/mm_2d 600 1200 600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1200), B(1200x600), C(600x600) Parallel Time: 0.061420 seconds",720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1200,600,25,0.546989,1.000000,1.000000,0.546989,0,ok,./bin/mm_serial 600 1200 600,Time: 0.546989 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1200,600,25,0.139767,3.677435,3.913578,3.494175,0,ok,mpirun -np 25 ./bin/mm_1d 600 1200 600,Local Matrix Multiplication Compute Time: 0.0629439 seconds Total Runtime: 0.139767 seconds,720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1200,600,25,0.064853,7.902564,8.434290,1.621325,0,ok,mpirun -np 25 ./bin/mm_2d 600 1200 600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1200), B(1200x600), C(600x600) Parallel Time: 0.064853 seconds",720000,720000,360000,864000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1800,1200,1,2.044816,1.000000,1.000000,2.044816,0,ok,./bin/mm_serial 600 1800 1200,Time: 2.044816 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1800,1200,1,1.542910,1.000000,1.325298,1.542910,0,ok,mpirun -np 1 ./bin/mm_1d 600 1800 1200,Local Matrix Multiplication Compute Time: 1.51167 seconds Total Runtime: 1.54291 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1800,1200,1,1.676402,1.000000,1.219765,1.676402,0,ok,mpirun -np 1 ./bin/mm_2d 600 1800 1200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x1200), C(600x1200) Parallel Time: 1.676402 seconds",1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1800,1200,4,2.044816,1.000000,1.000000,2.044816,0,ok,./bin/mm_serial 600 1800 1200,Time: 2.044816 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1800,1200,4,0.822201,1.876561,2.487003,3.288804,0,ok,mpirun -np 4 ./bin/mm_1d 600 1800 1200,Local Matrix Multiplication Compute Time: 0.778195 seconds Total Runtime: 0.822201 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1800,1200,4,0.417768,4.012758,4.894621,1.671072,0,ok,mpirun -np 4 ./bin/mm_2d 600 1800 1200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x1200), C(600x1200) Parallel Time: 0.417768 seconds",1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1800,1200,9,2.044816,1.000000,1.000000,2.044816,0,ok,./bin/mm_serial 600 1800 1200,Time: 2.044816 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1800,1200,9,0.456827,3.377449,4.476128,4.111443,0,ok,mpirun -np 9 ./bin/mm_1d 600 1800 1200,Local Matrix Multiplication Compute Time: 0.384757 seconds Total Runtime: 0.456827 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1800,1200,9,0.229817,7.294508,8.897584,2.068353,0,ok,mpirun -np 9 ./bin/mm_2d 600 1800 1200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x1200), C(600x1200) Parallel Time: 0.229817 seconds",1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1800,1200,16,2.044816,1.000000,1.000000,2.044816,0,ok,./bin/mm_serial 600 1800 1200,Time: 2.044816 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1800,1200,16,0.337084,4.577227,6.066191,5.393344,0,ok,mpirun -np 16 ./bin/mm_1d 600 1800 1200,Local Matrix Multiplication Compute Time: 0.220919 seconds Total Runtime: 0.337084 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
